,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Neighborhood_rich,YrSoldBuket,YearBuiltBuket,GarageYrBltBuket,hasPool,has3SsnPorch,hasEnclosedPorch,hasGarage,isMasVnrAreaZero,hasOpenPorchSF,hasWoodDeckSF,isBsmtUnfSFZero,is2ndFlrSFZero,hasBsmtFinSF1,hasTotalBsmtSF,hasGarageArea,isOverallQualPool,SalePrice
751,60,RL,4.1743872699,8.95557714628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,1,SBrkr,6.49375383985,660,0,7.18614430452,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,2003.0,3,2.0,400.0,3,3,2,0.0,3.89182029811,0,0,0,0,0,0,NA,0,8,2007,WD,Normal,0,2,9,3,0,0,0,1,0,1,0,1,1,0,1,1,0,11.995357787
752,20,RL,4.38202663467,9.13097243659,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,4,6,1200.0,1,0.0,279.0,1479.0,GasA,5,1,SBrkr,7.30988148582,0,0,7.30988148582,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,1997.0,2,2.0,576.0,3,3,2,5.12989871492,3.33220451018,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,0,0,9,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.2876572408
753,60,RL,4.39444915467,9.23415455008,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1030.0,1030.0,GasA,4,1,SBrkr,6.9460139911,1060,0,7.64921631982,0.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2005.0,2,3.0,878.0,3,3,2,5.2626901889,3.97029191355,0,0,0,0,0,0,NA,0,3,2006,WD,Normal,1,0,9,3,0,0,0,1,1,1,1,1,1,0,1,1,0,12.5263465373
754,20,RL,4.12713438505,8.97853441008,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,6,439.0,2,472.0,115.0,1026.0,GasA,4,1,SBrkr,6.93439720993,0,0,6.93439720993,1.0,0.0,1,0,3,1,4,5,Typ,0,0,Detchd,1969.0,2,2.0,440.0,3,3,2,5.14749447681,3.89182029811,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,0,7,7,2,0,0,0,1,0,1,1,1,0,1,1,1,0,11.9576176965
755,160,FV,3.55534806149,8.08054696582,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,1,6,381.0,1,0.0,348.0,729.0,GasA,4,1,SBrkr,6.61069604472,729,0,7.29437729929,0.0,0.0,2,1,3,1,3,6,Typ,0,0,Detchd,1999.0,1,2.0,440.0,3,3,2,0.0,3.21887582487,0,0,0,0,0,0,NA,0,3,2009,WD,Normal,0,7,9,3,0,0,0,1,1,1,0,1,1,1,1,1,0,12.0581583125
756,60,RL,4.2341065046,9.28451977015,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,20.0,1,0.0,846.0,866.0,GasA,5,1,SBrkr,6.76503897678,902,0,7.47816969416,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2007.0,2,2.0,578.0,3,3,2,4.97673374242,4.66343909411,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,0,7,9,4,0,0,0,1,0,1,1,1,1,1,1,1,0,12.2643462706
757,60,RL,4.29045944115,9.36022482151,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,2,3,438.0,1,0.0,234.0,672.0,GasA,3,1,SBrkr,6.51174532964,714,0,7.23489842031,0.0,0.0,2,1,3,1,3,6,Typ,1,3,Attchd,1978.0,3,2.0,440.0,3,3,2,5.81711115996,0.0,0,0,0,0,0,4,NA,0,4,2010,WD,Abnorml,0,9,7,3,0,0,0,1,1,0,1,1,1,1,1,1,0,11.9760366458
758,160,FV,3.21887582487,7.73236922228,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,4,3,1,5,549.0,1,0.0,195.0,744.0,GasA,4,1,SBrkr,6.63068338564,744,0,7.31455283232,0.0,0.0,2,1,3,1,3,6,Typ,0,0,Detchd,1999.0,1,2.0,440.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,8,2008,WD,Normal,0,4,9,3,0,0,0,1,1,0,0,1,1,1,1,1,0,12.0973788027
759,60,RL,4.18965474203,9.41393406405,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4,3,3,2,56.0,5,64.0,1198.0,1318.0,GasA,5,1,SBrkr,7.19218205871,1203,0,7.83676478326,0.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1995.0,2,3.0,752.0,3,3,2,5.40717177146,4.59511985013,0,0,0,0,0,0,NA,0,11,2007,WD,Normal,1,2,8,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.5776396502
760,20,RL,4.26267987704,9.11613957658,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,612.0,1,0.0,252.0,864.0,GasA,5,1,SBrkr,6.76272950693,0,0,6.76272950693,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,2008.0,1,1.0,300.0,5,5,2,0.0,0.0,0,0,0,0,0,0,Shed,450,10,2009,WD,Normal,0,7,6,4,0,0,0,1,0,0,0,1,0,1,1,1,0,11.7558794867
761,30,RM,4.11087386417,8.84101431048,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,2,405.0,1,0.0,740.0,1145.0,GasA,3,1,SBrkr,7.17165682277,0,0,7.17165682277,0.0,0.0,1,0,2,1,2,5,Min1,0,0,Detchd,1965.0,1,2.0,440.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,0,7,3,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.5129354649
762,60,FV,4.29045944115,9.06427359584,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,24.0,1,0.0,732.0,756.0,GasA,5,1,SBrkr,6.63987583383,783,0,7.34471905415,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2009.0,1,2.0,614.0,3,3,2,5.13579843705,3.82864139649,0,0,0,0,0,0,NA,0,6,2010,Con,Normal,0,9,9,4,0,0,0,1,0,1,1,1,1,1,1,1,0,12.2793277541
763,60,RL,4.4188406078,9.15175741454,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,2,6,1163.0,1,0.0,89.0,1252.0,GasA,5,1,SBrkr,7.14598446771,1097,0,7.76895604454,1.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,1999.0,2,3.0,856.0,3,3,2,0.0,4.85981240436,0,0,180,0,0,0,NA,0,7,2009,WD,Normal,1,7,9,3,0,0,0,1,1,1,0,1,1,1,1,1,0,12.7278411767
764,120,RL,3.43398720449,9.16429643347,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,4,4,3,2,437.0,6,1057.0,0.0,1494.0,GasA,5,1,SBrkr,7.30988148582,0,0,7.30988148582,1.0,0.0,1,1,2,1,5,6,Typ,1,4,Attchd,1995.0,3,2.0,481.0,3,3,2,0.0,3.43398720449,0,0,216,0,0,0,NA,0,4,2006,WD,Normal,0,0,8,3,0,0,0,1,0,1,0,0,0,1,1,1,0,12.5061809417
765,20,RL,4.33073334029,9.58795455193,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1498.0,1498.0,GasA,5,1,SBrkr,7.31787619863,0,0,7.31787619863,0.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2008.0,3,2.0,592.0,3,3,2,0.0,5.16478597392,0,0,0,0,0,0,NA,0,8,2008,New,Partial,0,4,9,4,0,0,0,1,1,1,0,1,0,0,1,1,0,12.4842080431
766,60,RL,4.39444915467,9.25167423547,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,1,6,394.0,1,0.0,586.0,980.0,GasA,3,1,SBrkr,6.88857245957,734,0,7.4471683596,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1988.0,1,2.0,496.0,3,3,2,5.43372200355,4.20469261939,156,0,0,0,0,3,Shed,500,3,2010,WD,Normal,0,9,8,3,0,0,1,1,1,1,1,1,1,1,1,1,0,12.1884227993
767,50,RL,4.33073334029,9.43420366421,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,5,660.0,1,0.0,323.0,983.0,GasA,5,1,SBrkr,6.89162589705,767,0,7.46794233229,1.0,0.0,2,0,4,1,3,7,Mod,0,0,Attchd,1989.0,1,1.0,423.0,3,3,2,5.50533153593,0.0,156,0,0,0,0,0,Shed,1300,7,2008,WD,Normal,0,4,4,3,0,0,1,1,0,0,1,1,1,1,1,1,0,11.9829353442
768,20,RL,4.26267987704,9.11613957658,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1836.0,1860.0,GasA,5,1,SBrkr,7.51588908522,0,0,7.51588908522,0.0,0.0,2,0,3,1,4,8,Typ,1,4,Attchd,2004.0,3,2.0,484.0,3,3,2,4.7957905456,3.52636052462,0,0,0,0,0,0,NA,0,10,2006,WD,Normal,0,0,9,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.2869058099
769,60,RL,3.87120101091,10.8875303865,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,5,3,PConc,4,3,4,5,1416.0,1,0.0,234.0,1650.0,GasA,5,1,SBrkr,7.4330753489,1589,0,8.09559870138,1.0,0.0,3,1,4,1,5,12,Mod,1,4,BuiltIn,2003.0,3,3.0,841.0,3,3,2,6.22257626807,3.61091791264,0,0,210,0,0,0,NA,0,6,2010,WD,Normal,1,9,9,3,0,0,0,1,1,1,1,1,1,1,1,1,0,13.1956156979
770,85,RL,4.29045944115,8.88917045536,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,3,6,685.0,1,0.0,173.0,858.0,GasA,3,1,SBrkr,6.75576892198,0,0,6.75576892198,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1983.0,1,2.0,576.0,3,3,2,4.7957905456,0.0,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,0,7,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.8122964551
771,20,RL,4.21950770518,9.09133158539,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,1,2,836.0,1,0.0,0.0,836.0,GasA,3,1,FuseF,7.10742547411,0,0,7.10742547411,0.0,0.0,1,0,2,1,3,6,Typ,0,0,Detchd,1951.0,1,2.0,396.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,4,2006,COD,Normal,0,0,5,2,0,0,0,1,0,0,0,0,0,1,1,1,0,11.5327378961
772,80,RL,4.5538768916,8.96443983354,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,422.0,4,127.0,480.0,1029.0,GasA,3,1,SBrkr,7.01929665372,0,0,7.01929665372,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Detchd,1976.0,1,2.0,672.0,3,3,2,4.97673374242,0.0,0,0,0,0,0,3,NA,0,3,2010,WD,Abnorml,0,9,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.5805934592
773,20,RL,4.26267987704,9.22532750178,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,3,3,CBlock,3,3,1,3,456.0,1,0.0,456.0,912.0,GasA,5,1,FuseA,6.81673588059,0,0,6.81673588059,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1958.0,2,1.0,275.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,7,2007,COD,Normal,0,2,6,2,0,0,0,1,1,0,0,1,0,1,1,1,0,11.6483388356
774,20,RL,4.70953020131,9.56289684665,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1935.0,1935.0,GasA,4,1,SBrkr,7.58781721999,0,0,7.58781721999,0.0,0.0,2,0,3,1,4,9,Typ,1,4,Attchd,2006.0,3,3.0,895.0,3,3,2,5.75574221359,3.82864139649,0,0,0,0,0,0,NA,0,7,2007,New,Partial,1,2,9,3,0,0,0,1,1,1,1,1,0,0,1,1,0,12.8866435755
775,120,RM,3.49650756147,8.41205487329,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,3,PConc,5,3,1,6,866.0,1,0.0,338.0,1204.0,GasA,5,1,SBrkr,7.09423484592,0,0,7.09423484592,1.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,3,2.0,412.0,3,3,2,0.0,5.51342874616,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,0,7,9,3,0,0,0,1,1,1,0,1,0,1,1,1,0,11.995357787
776,20,RL,4.46590811865,9.32465071815,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,4,3,3,6,20.0,1,0.0,1594.0,1614.0,GasA,5,1,SBrkr,7.38709023566,0,0,7.38709023566,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2005.0,2,3.0,865.0,3,3,2,4.97673374242,4.09434456222,0,0,0,0,0,0,NA,0,7,2006,New,Partial,0,0,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.3081823831
777,20,RL,4.61512051684,9.49934656739,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,762.0,1,0.0,102.0,864.0,GasA,3,1,SBrkr,6.79682371827,0,0,6.79682371827,1.0,0.0,1,0,3,1,3,5,Typ,1,2,Attchd,1974.0,1,2.0,440.0,3,3,2,5.48893772616,0.0,0,0,0,0,0,3,NA,0,6,2006,WD,Normal,0,0,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.8671042962
778,90,RH,4.11087386417,9.03610602536,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,7.6113477174,0,0,7.6113477174,0.0,0.0,2,0,4,2,3,10,Typ,2,3,Detchd,1977.0,1,2.0,630.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,10,2007,WD,Normal,0,2,7,3,0,0,0,1,1,0,0,0,0,0,0,1,0,11.877575523
779,90,RL,4.36944785247,9.26207856738,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,3,3,CBlock,4,3,4,6,975.0,1,0.0,0.0,975.0,GasA,3,1,SBrkr,6.91274282049,0,0,6.91274282049,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1977.0,1,2.0,504.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,0,0,7,3,0,0,0,1,1,0,0,0,0,1,1,1,0,11.8130374648
780,20,RL,4.15888308336,8.97157543976,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,3,3,PConc,4,4,1,1,0.0,1,0.0,1237.0,1237.0,GasA,4,1,SBrkr,7.13409372119,0,0,7.13409372119,0.0,0.0,2,0,3,1,3,6,Typ,1,3,Attchd,1995.0,3,2.0,402.0,3,3,2,5.39816270152,3.09104245336,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,0,2,8,3,0,0,0,1,1,1,1,1,0,0,1,1,0,12.0782449558
781,60,RL,4.18965474203,8.87542691982,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,1,5,387.0,1,0.0,374.0,761.0,GasA,5,1,SBrkr,6.69826805412,793,0,7.38025578843,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,1992.0,2,2.0,484.0,3,3,2,0.0,4.8283137373,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,0,0,8,3,0,0,0,1,0,1,0,1,1,1,1,1,0,12.0776766158
782,20,RL,4.21950770518,9.69806112203,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1413.0,1413.0,GasA,5,1,SBrkr,7.26612877956,0,0,7.26612877956,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2001.0,2,2.0,605.0,3,3,2,0.0,3.52636052462,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,0,7,9,3,0,0,0,1,0,1,0,1,0,0,1,1,0,12.139403857
783,85,RL,4.31748811354,9.11624944858,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4,3,3,6,1097.0,1,0.0,0.0,1097.0,GasA,5,1,SBrkr,7.01301578964,0,0,7.01301578964,1.0,0.0,1,0,1,1,4,4,Typ,1,3,Attchd,1978.0,3,2.0,602.0,3,3,2,5.71702770141,3.43398720449,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,0,7,7,3,0,0,0,1,1,1,1,0,0,1,1,1,0,12.0167325161
784,75,RM,3.58351893846,8.74846362994,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,742.0,742.0,GasA,5,1,SBrkr,6.61069604472,742,0,7.30317005124,0.0,0.0,2,0,3,1,3,9,Typ,1,4,NA,1914.0,0,0.0,0.0,0,0,2,0.0,5.67675380227,134,0,0,0,0,0,NA,0,6,2008,WD,Normal,0,4,3,1,0,0,1,0,0,1,0,1,1,0,1,0,0,11.7597933554
785,20,RL,4.39444915467,9.18921887535,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,251.0,2,630.0,491.0,1372.0,GasA,3,1,SBrkr,7.20266119652,0,0,7.20266119652,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Attchd,1967.0,1,2.0,457.0,3,3,2,0.0,0.0,0,0,197,0,0,0,NA,0,9,2009,WD,Normal,0,7,6,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.9922666136
786,50,RM,4.11087386417,9.28739400142,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,3,1,2,686.0,1,0.0,0.0,686.0,GasA,3,1,SBrkr,6.87419849545,686,0,7.41034709782,1.0,0.0,2,0,4,1,3,7,Typ,0,0,Detchd,1961.0,1,1.0,416.0,3,3,2,0.0,0.0,196,0,0,0,0,0,Shed,1200,6,2010,WD,Normal,0,9,3,2,0,0,1,1,0,0,0,0,1,1,1,1,0,11.8422364063
787,60,RL,4.34380542185,9.22453909138,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,656.0,1,0.0,300.0,956.0,GasA,5,1,SBrkr,6.86380339145,1128,0,7.64252413423,1.0,0.0,2,1,4,1,4,8,Typ,0,0,BuiltIn,2004.0,2,2.0,618.0,3,3,2,0.0,3.82864139649,0,0,0,0,0,0,NA,0,1,2010,WD,Normal,0,9,9,3,0,0,0,1,0,1,0,1,1,1,1,1,0,12.3587980244
788,20,RM,3.93182563272,8.69968140099,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,901.0,901.0,GasA,5,1,SBrkr,6.80461452006,0,0,6.80461452006,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1954.0,1,1.0,281.0,2,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,8,2008,WD,Normal,0,4,5,2,0,0,0,1,0,0,0,1,0,0,1,1,0,11.588969419
789,60,RL,4.40060302025,9.4096829131,Pave,NA,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,4,2,568.0,1,0.0,264.0,832.0,GasA,4,1,SBrkr,6.88448665204,1111,0,7.643961949,0.0,0.0,2,1,5,1,4,9,Typ,0,0,Attchd,1966.0,3,2.0,444.0,3,3,2,4.89783979995,5.12989871492,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,0,2,6,2,0,0,0,1,1,1,1,1,1,1,1,1,0,12.1415394577
790,120,RL,3.78418963392,8.06557942728,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,4,3,PConc,4,3,1,6,16.0,1,0.0,1129.0,1145.0,GasA,5,1,SBrkr,7.04403289727,0,0,7.04403289727,0.0,0.0,2,0,2,1,4,5,Typ,1,4,Attchd,2005.0,3,2.0,397.0,3,3,2,4.61512051684,2.83321334406,0,0,0,0,0,0,NA,0,9,2009,WD,Normal,0,7,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,11.9841845558
791,80,RL,4.31748811354,9.33556233673,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,5,539.0,1,0.0,490.0,1029.0,GasA,3,1,SBrkr,6.96885037834,0,0,6.96885037834,1.0,0.0,1,0,3,1,3,5,Typ,2,3,Attchd,1976.0,2,2.0,539.0,3,3,2,4.7957905456,0.0,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,0,2,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.8968332071
